id,title,employer,salary,gender,years_exp,Location,duties,comments
586,Reporter,The Intercept,"$49,000 ",,10+ years,NYC,"reporting, researching, and writing",
589,Staff Writer,The New Food Economy,"65,000",straight white male,4,NYC,News and feature writing,
591,Senior Editor,The New York Times,"$125,000 ",WOC,10,NYC,Assign and edit articles,
608,Reporter,The Wall Street Journal,"$68,000 ",White/F,2,NYC,"Reporting, writing",Internships
610,Social Media Editor,The Wall Street Journal,65000,Cis asian female,6,NYC,"Maintain off-platform channels, graphic design, conduct studies on performance",N/A
631,staff writer,thrillist,"starting salary $60k, after one year $68k with union raise",cis female / white,4,NYC,seo posts and feature writing,
633,Associate Video Producer,TIME,"$53,000.00 ",cis hetero male poc,3,NYC,"pitch, write, shoot, edit breaking news videos","$43,000.00 (same position)"
634,Associate editor,TIME,"45,000",White Cis Male,3,NYC,"SEO, Web Production, Writing, Production Management, Audience Dev","40,000, 38,000 as Web Producer"
647,Senior Reporter,Trade publication,"$80,000 ",Cis queer white male,7,NYC,"Write daily reported beat stories, and longer features.",Staff writer at a tech pub: $75k
667,Senior Editor,Verizon Media Group,"92,500",Poc male,9,NYC,"Reviews, event coverage, analysis",
670,Associate Producer,Vice,"$62,000 ",cis white woman,2,NYC,"pitching, developing, hosting, post-producing videos",
674,Senior Editor,VICE,88000,Woman / Pacific Islander,5,NYC,,"Culture Editor at VICE: 78,000
Deputy Editor at Complex: 55,000
News Editor at Complex: 50,000"
671,Senior writer,VICE,"$75,000 ",Cis white female,5,NYC,"Daily blogs, pitch 3+ longer lead/reported pieces per week, produce 1-3 longer lead pieces per week, occasionally work on feature stories","$71,000 as a writer at Hearst"
669,Staff Writer,VICE,"$52,000 ",cis white male,2+ years at VICE,NYC,"Daily blogging, feature writing, short-to-midlength takes","junior staff writer: lots more blogging, less feature writing. $50,000"
683,Staff Writer,Vox Media,"60,000",cis-het POC woman,3,NYC,,
686,Staff writer/editor,Vox Media,"$64,000 (2016)",cis white female,4,nyc,,
690,Associate Video Producdre,Vox Media,"$82,000 ",Male / Black,4,NYC,"Pitch, research, gather assets, fact check, coordinate budgets, book talent, edit and produce videos.",Freelanced a lot so my salaries varied greatly.
688,Revenue Operations,Vox Media,100000,cis white female,5,NYC,Building revenue systems / managing a team,Marketing Manager / $60k
679,Senior Editor,Vox Media,"$82,000 ",cis bi-racial female,10+,NYC,"assigning, editing, writing, management","Editor at Vox: $75000 / Editor at regional magazine: $60,000"
699,Platform Editor,Wall Street Journal,"$63,000 ",Cis white female,2,NYC,,Started at $53k
697,Senior Editor,Wall Street Journal,"106,000",cis white male,8,NYC,edit breaking news and features across coverage areas,"Editor: $90,000 (last role); Associate Editor: $63,000 (role before that)"
695,Graphics Reporter,Wall Street Journal,"$81,000 ",White female,9,NYC,"Charts and graphics, web development, design, original reporting",
705,Editor,Weather.com,"$96,000 ",Cis White Woman,7,NYC,,
706,Section Editor,WebMD,"90,000",Cis Latino woman,18,NYC,"Managing a whole vertical, plus social media/engagement. Also took care of editorial budget",
712,Staff writer,Wirecutter,"$60,000 ",cis white female,3 years,NYC,"write, test, research",$52k Junior staff writer
715,Senior Staff Writer,Wirecutter,"$79,000 ",cis white male,"5+ years at WC, 3+ years in related work",NYC,#NAME?,"56k - Staff Writer
65k - Senior Staff Writer, Dec 2016
85k - Senior Staff Writer, June 2017"
722,Research Editor,Wirecutter / NY Times,"$70,000 ",cis-het white female,"1.5 years at Wirecutter, 6 years research / writing / fact-checking",NYC,"Aid in research projects, assist writers and editors, give workshops, report, edit, manage fact checker, fact check",
724,Senior Photo Editor,Wirecutter / NYT,"$77,475 ",cis white female,7 not counting freelance work in college,NYC,"-Scheduling, producing, and photographing near-daily shoots. Retouching all my photos as well as any from freelancers or writers.
-Assigning shoots upcoming guides and blogs for the photo team and handling any last minute photo needs to meet deadline and insure quality.
-Collaborating with the Photo Director on defining our ongoing approach to creating a distinctly ""Wirecutter"" visual identity, as well as maintaining an ongoing relationship with the social team to have that reach across platforms.
-Working closely with ops to insure products and props get where they need to be for shoots as well occasional location scouting and negotiating.","-$1,369 bonus, plus a $2k referral bonus -75,000 in 2018
-72,000 Rights & Clearances Manager @ BuzzFeed 2017/2018
-63,0000ish Photo Editor @ BuzzFeed 2017
-61,000 Photo Editor @ BuzzFeed 2016
-56,000 Associate Photo Editor @ BuzzFeed 2015
-$31/hr + time and a half overtime/holiday) Freelance Photo Editor @ ABC News 2014/2015
-$25/hr (+ time and a half overtime/holiday) Freelance Photo Editor @ ABC News 2013/2014
-$250 day rate Freelance Field Photo Editor @ Getty Images 2013/2014
- $25/hr Freelance Photo Editor @ Daily Mail 2013
- $10/hr + time and a half overtime Photo Intern at Quirky 2013"
732,assistant producer,WNYC,"~$56,000",cis-het white male,3,NYC,produce weekly podcast / radio program,
733,Associate Producer,WNYC,"70,000",Multiracial,4,NYC,"Pitching, reporting, and producing",
736,Senior Video Producer,Ziff Davis,"$65,000 ",,8+ years experience,NYC,,
740,Section Editor,,"110,000.00",white cis female,7,NYC,"manage 7-person digital team; edit, write, report",
718,Updates Writer,Wirecutter,"$51,175 (minus annual bonus)",cis-het white male,"~5 years at WC, ~1 year related work",NYC as of last year. Remote up till then,"Writes updates to live guides as needed
Edits and produces updates submitted by editors 
Writes and rewrites content from blogs to full guides","Producer at WC 
Jan 2019: $49,000
July 2018: $41,500
March 2018: $39,729
March 2017: $38,760
Salary at acquisition, Oct 2016: $38,000"
406,Production Assistant,NPR Affiliate,"$49,000 ",cis white female,2,NYC Metro,"audio production, help with administrative aspects of running an office","unpaid internships, $12/day as intern at WNYC, $25/hour as temp at WNYC, $12-13 hour as desk assistant at a commercial station"
67,Deputy Editor,BuzzFeed News,"$86,000 ",white cis-female,6 years,NYC/ SF,"Breaking news, editing stories, managing various social channels, 
video production (shooting and editing) editorial planning,
 digital asset management, cross-platform coordination,
 launch of new pages","-editorial fellowship
- 55k Associate LGBT Editor
- bumped at various times to 70k
- promotion to deputy editor, 86k in 2018 before lay offs"
33,Office Production Assistant,Big Fish Entertainment,$210/day or 50k/year,Cis White Male,4,NYC/LA,Book flights and cars. Organize documents. Make gear and food runs,"Executive Assistant, Associate Producer, Production Assistant at NBC, HBO, Dreamworks among others"
431,Senior News Assistant,NYT,"74,000",cis latina female,2,NYT,"social media, reporting + writing, research and sometimes fact checking, some admin work, little desk errands here and there","news assistant -- 52,000"
217,Photojournalist,GateHouse New Media,"$50,000 ",Cis-hetero white female,17,Ohio,"Photojournalist, assignment editor, desk editor",
286,Editor,Informa,50000,Female/Caucasian,10,Ohio,,
470,Media + Photo Teacher,Public High School,"90,000",Cis white female,14,Ohio,Teach digital media and photography to teenagers,Freelance photographer for national publications
515,Tv News Photographer,Scripps,"$69,000 ","Female, White",14,Ohio,,
266,Reporter,Horizon Publications,$12/hr,White Female,6,Oklahoma,"Cover local news and events, pagination, web and social media updates, updating obituaries online... and whatever else they decide I need to do next week.",
443,Reporter,Oregon Public Broadcasting,"64,000",white cis female,9,Oregon,"pitching, reporting and producing stories for radio and digital",
746,Reporter,,"60,000",cis white woman,6,"Oregon (city, not Portland)","Education coverage, mix of daily articles and enterprise/investigative work, data reporter and wrangler, also help with social media and general admin stuff bc we're a tiny newsroom","Formerly a beat reporter in Spokane, WA at $37k a year, before that beat reporter in rural Washington daily paper, $29k"
649,Reporter,Tribune,"50,000",cis female white,3,Orlando,"Report on breaking news and criminal justice, working on dailies and enterprise stories for a daily newspaper. Beat reporter for certain law enforcement agencies and jurisdictions.","Crime/Criminal Justice/breaking news reporting in Baton Rouge for 3 years, 39k-44k"
583,photographer,The Hill Times,37000,Cis male/white,11,"Ottawa, ON, Canada","shoot daily news assignments, identify and assign photo assignments for potential coverage, organize and maintain photo archive onsite and in cloud, coordinate with reporters to manage imaging needs for publication",
264,Staff reporter,Hill Times Publishing,"35,000 (cad) = ~26,500 (USD)",cis het white male,~5 years,"Ottawa, Ontario",Daily beat reporting,Digital content director at a midwest station - $32k
418,Reporter / Producer,NPR member station,"64,000",white het cis woman,9,Pacific Northwest,"pitching, reporting and producing stories for radio and digital audience","started @ 62,500 in 2018. Previously: reporter in major east coast market @ 60K. starting salary in public media was 2015, producer 38K."
469,beat reporter,public broadcasting affiliate,"62,000",cis white woman,4,Pacific Northwest,"Produce videos, associate produce videos, produce radio pieces, features, spots, web stories, do social media","Beat reporter (hired at) - 57,500
Beat reporter (raise, 2018) - 59,000
Beat reporter (different publication, DC-based) - 57,700
Intern - $13/hour"
164,Website Producer,Family-owned newspaper,"32,000",Cis white female,1,Pennsylvania,,
456,Reporter,Philadelphia Inquirer,"$66,000 ",cis poc female,8 years,Philadelphia,reporting and writing,"Started at $30K for a grant-funded, 30-hour/wk job that was essentially full-time w/ no benefits, then online publication where I started at $31K as a full-time reporter w/ no benefits, eventually got benefits and worked up to $50K after five years and becoming editor"
457,Digital Editor,Philadelphia Tribune,"60,000",Female,10,Philadelphia,"Managed newspaper website, updated breaking news, managed social media, video stories",
599,Audience Engagement Editor,The Philadelphia Inquirer,"70,500",cis Black Male,8,Philadelphia,"Analyzing social and digital traffic, publishing on branded accounts and highlighting opportunities to increase reach, readership and engagement.","social media producer 32,000 - 34,000 (2012 - 2014)
digital producer 45,000 - 47,000 (2014 - 2016ish)
Social Media Producer 70,000 - 74,000 (2016 - 2018)"
709,Audio producer,WHYY,"52,000",White cis female,3,Philadelphia,"Produce daily news podcast (pitch ideas, book shows and guests, edit interviews, occasional reporting)","Associate producer, temp. producer, production intern"
455,Reporter,Philadelphia Inquirer,"$62,000 ",cishet white female,6 years,"Philadelphia, Pa","Reporting, writing. The usual.","Reported at various other local news pubs, started at $50K, then $55K now ~$62K"
208,Producer,Gannett,"$38,000 ",cis black female,10,Phoenix,"Put together and run monthly community events, reporting, write features, columns, marketing, community relations","Freelance reporter 4 years, staff reporter 5 years. Starting on staff salary $32k/yr in Atlanta, now at $38k/yr in Phoenix."
558,Reporter,The Arizona Republic,"$41,000 ",cis-het white man,3,Phoenix,"pitch narrative/investigative stories, report them, write them",
202,Photographer,Gannett,"36,500",,9,"Phoenix, AZ","Shoot, edit photos and video.",
56,Staff writer,Butler Media,"$26,000 ",cis white woman,2,Pittsburgh,"cover arts, entertainment, news, basically everything. Editing, proofreading, etc.","$7.25/hr, $13/hr"
458,Copy editor and page designer,Pittsburgh Post-Gazette,"60,480",Female / White,5,"Pittsburgh, PA",Copy editing and page design,"I was hired as a two-year associate (an entry level job) and made $29K the first year, $31,850 the second year, then got bumped to $46,526 the third year."
324,Creative Coordinator,Marmoset Music,"$42,000 ",Mexican/Chinese Woman,2,"Portland, OR","Negotiate prices for songs used in videos for commercials and TV, search for songs from internal roster",
472,Staff Photographer,Pueblo Chieftain (Gatehouse Media),"$15.1/hr, ($31,500/yr)",Male / white,8,"Pueblo, Colorado",Shoot and edit assignments. Arrange long term stories. Advocate for visual department in the newsroom.,"$28,000/yr, $25,000/yr"
308,Reporter,Lee Enterprises,"$33,000 ",cis-het white male,1.5 years,"Rapid City, SD","Covering city hall and public schools, occasionally shooting photos.","Contributor for local weeklies, GA at a daily community paper, intern."
23,Managing editor,Association of Health Care Journalists,"$52,000 ",Cis white female,20,Remote,"Assigning and editing content, managing 8 regular freelancers and others as needed, social media, creating and editing conference programs and marketing materials","$33,000 publications coordinator, IRE & NICAR; $39,000 web producer, Sun-Sentinel"
53,Associate Editor (commerce),Bustle Digital Group,"63,000 (bonus if revenue goals met)",White female,14,Remote,,
51,Associate Editor,Bustle Digital Group,"$63,000 ",cis white female,5+ years journalism experience,Remote,"- Manage writing team
- Oversee and edit articles
- Write articles
- Assist with article updates as needed",
55,Staff Writer,Bustle Media,$18 per hour,POC female,3+ years,Remote,"pitching, researching, writing, editing, 1500+ words daily",
73,Reporter,BuzzFeed News,"58,000",White cis female,8,Remote,"Reporting breaking news, features",
63,Reporter,BuzzFeed News,"$42,000 ",cis white male,"4 as reporter, 3 as writer",Remote,"reporting, field reporting, occasionally breaking news, research",
66,Reporter,BuzzFeed News,"$82,445 ",,"7 years at BF, 8.5 years full-time in journalism",Remote,#NAME?,"-$45,000 starting salary in 2013
-$50,000 raise in 2014
-$60,000 raise in 2015
-$64,000 raise in 2016
-$73,000 market compensation adjustment in July 2016
-$75,190 raise in 2017
-$77,445 raise in 2018"
131,Reporter,Condé Nast,"$85,000 ",cis white female,9,Remote,"Daily news, enterprise, and feature reporting","2012-2013, reporter, $50,000
2013-2018, content editor, $65,000-$72,000
2018-2019, reporter, $72,000-$74,000"
129,Reporter,Condé Nast,"$75,000 ",cis white female,9,remote,daily news and enterprise reporting,
161,Reporter,EdSurge,"67,500",cis het-white female,3,Remote,,
222,Staff Writer,Granite Media,"55,000",Female,15,Remote,writing one story per day,
291,Editor,Inside.com,"$45,200 ",cis white female,3,Remote,"Reading, researching, writing, editing",
336,Staff Writer,Meredith,"$84,000 ",cis white woman,4,Remote,"Daily-ish news, plus print features and essays","Started at GMG at $50k (union minimum), moved to current role at Meredith at $70k, got raise to $84k to match external offer"
347,wellness editor,mindbodygreen,"$68,000 ","cis female, white",10,remote,"core duties: write/edit ~40 stories per month, including feature writing","senior editor $62,000, senior associate editor $48,000, associate editor $37,000"
441,Copy editor,Online nonprofit,"53,000",cis WOC,10,Remote,copy edit and fact check articles before publish; line edit if necessary; edit newsletters,"Sr. copy editor at digital news outlet in NYC: 54,000"
491,Correspondent,Reuters,"48,000",Cis-female/white,10,Remote,Reporting,"52,000 Assistant Editor / 34,000 Reporter"
518,Freelance writer,Seven West Media (Australia),AUD$500 p/d,female,25,remote,"writing and researching online content, uploading to CMS","$100,000, Copy Director @ Marie Clare/Women's Health/InStyle"
520,Trending News Writer,She Media,$25/hour,cis white female,9,Remote,write 4-5 stories a day,
567,,The Center for Investigative Reporting / Reveal,My hourly wage would calculate out to about $58k,Cis white female,2,Remote,"Post production for the podcast, research, digital stuff, a little bit of a catch all for everything and everyone",
660,Reporter,USA TODAY,"84,000",cis white male,8,Remote,Writing and reporting on national sports stories,Online producer and writer in a major market - $36K
662,Deputy section editor,USA TODAY,"$125,000 ",White cis female,10,Remote,"Editing, planning, strategy",
665,Editor,USA Today/Reviewed,"$50,500 ",cis white male,7+ years,Remote,"Managing writers/freelancers, editing, writing, photography, product testing, content planning, loan relationships, testing methodology, section planning","Started at $28k + bonus in 2012 as staff writer, promoted to senior staff writer in 2014, promoted to Editor in 2017"
678,Permalancer,Voice Media Group,$30 - $100 a post,cis - bi-racial female,4,Remote,"Pitch stories, investigate, features, lists","Editor, writer"
720,Writer,Wirecutter,"62,000",Cis White Male,8,Remote,Writing guides / some media representation stuff,Perma-lance positions: 50k
716,Senior Staff Writer,Wirecutter,"$80,500 ",CIS white male,10.5,Remote,"- Writing and updating guides
 - Photos for said guides when not possible for photo team to handle","$65,000 - Staff Writer, raises up to $70,000, then bump to $77,500 for Sr. Staff Writer, then another raise"
713,Staff Writer,Wirecutter,"$62,000 ",CIS-het white male,"10 years FT journalism, 3 years freelance",Remote,#NAME?,"-$60,000 starting Wirecutter salary
-$60,000 EIC at another org 2016
-$50,000 staff writer 2014
-$42,000 staff writer 2012
-$45,000 associate editor 2012"
714,Senior Staff Writer,Wirecutter,"$78,000 ",cis PoC male,15+ years writing/editing/breaking news/testing,Remote,#NAME?,"-$65k project manager early-mid 2000s (print+online)
-$85k prodcut reviewer mid-late 2000s (online)
-$95k senior product reviewer 2010s (online)"
717,Senior Staff Writer,Wirecutter,"$83,400 ",,"5+ years at WC, 9+ years in journalism",Remote,#NAME?,"- $1500/month permalance writer
- Freelance contributing editor, varied per post
- $5000/month permalance writer
- $57,600 writer
- $63,448 writer
- $69,000 associate editor
- $75,000 lead editor
- $80,000 lead editor
- $83,400 lead editor"
711,Producer,Wirecutter,"$45,000 ",,,Remote,,
723,Associate Staff Writer,Wirecutter / NYT,"$56,000 ",cis white male,"5 years full-time writing, 4 part-time freelance writing before that, plus 6 years full-time and freelance media/video/audio",Remote,"- Researching, testing, products, writing and updating guides
- Blogging/supplemental writing as needed","$50,000 - WC Updates Writer, raised to $52,000
$60,000 - Staff Writer at another media company (started at $55K)
$54,000 - Copywriter
$34,000 - Web & New Media Manager"
729,Associate Staff Writer,Wirecutter/NYT,"55,000",White woman,2,Remote,"Write & edit blog posts, roundups, news items, etc","Editorial Assistant at Hearst, $32,000"
728,Senior Staff Writer,Wirecutter/NYT,"$85,116 ",cis white male,"2+ years at WC, 6 years in related work",Remote,#NAME?,"$82,000 in 2018, hired at $80,000 in 2017, making $85,000 as an editor at Conde before that"
741,WordPress Developer,,86000,Male / Hispanic,10,Remote,"Develop custom themes/plugins, deploy code to production, maintain staging environments, video platform fixes, advertising fixes, data migration/conversion",
197,National Reporter,Gannett,65000,"Woman, white cis, het",10,Remote from mid-size city,Produce data-driven investigations with impact,"Various local reporting roles $12,000-36,000; statehouse reporter $52,000; projects reporter $40,000"
142,Senior Editor,Content Marketing Agency,"$81,500 ",cis white male,15,"Remote, formerly Washington DC","Manage posting, writing, content management, deal with editorial client on news outlet, long-term strategy. Between 10-15 stories per week","Previous: Newspaper design at four separate outlets, locations vary ($36k-$44k)

Current: Freelance work (varies, $200-$1000 per piece depending on outlet), side project ($1k per month)"
652,Senior Interactive Producer,Tribune TV affiliate (before sale to Nexstar),"$51,000 ",white-cis-female,10,"Richmond, Va","content, independent reporting, minimal video editing, drone operation, social media channels, field producing","Started position at $36,000 in 2012, ended at $51,000 in 2018. Master's degree."
604,Photojournalist,The Statesman Journal,33K,Female,2,Salem OR,Two photographers handle the photo load for a daily and online newspaper.,
503,Engagement manager,Salt Lake Tribune,"$42,000 ","White, cis female",3,"Salt Lake City, Utah","Help manage social media accounts and website; optimizes stories for web; builds and sends newsletters; gathers/analyzes site traffic and reader habits, sends push alerts; helps with audience outreach efforts","Web manager, web producer"
247,Reporter,Hearst,"$50,000 ",Cis white female,4,San Antonio,Daily beat reporter,
245,Reporter,Hearst,$52K,"Female, Hispanic",6,San Antonio,Beat reporter,"$47K with Tronc for breaking news/courts, $32,500 with Gannett for beat reporter position"
504,Reporter II,San Diego Union-Tribune,"59,000","Cis bi female, white",7,San Diego,"Breaking news, cops, courts, criminal justice, data analysis","35,000 when I was first hired, 40,000 three years in, 44,000 five years in"
84,Digital Line Producer,CBS News - KPIX,"$85,000 ",Cis white male,5,San Francisco,"Stacking live hour streaming news show, writing scripts, editing video, leading associate producers, directors and talent, boothing live show, coordinating live updates and breaking news",
83,Associate digital line producer,CBS News - KPIX,"$68,000 ",Cis white male,5,San Francisco,"Writing broadcast scripts, editing video, making graphics, pitching reporter stories, fill in producing hour streaming news broadcasts, being in charge of hourly wheel for replay of 24 hour cycle",
99,Senior Writer,CNN,"$127,000 +bonus",cis white female,16,San Francisco,reporting and writing feature stories and breaking news,"Senior Editor (won't name publication to avoid outing myself); $98,000"
299,Editor,KQED,"$104,000 ",CIS white female,10,San Francisco,"Editing, producing, reporting, project management, on-air",
351,Editorial Fellow,Mother Jones,$15/hour plus $200 monthly health stipend,non-binary,3,San Francisco,"Fact checking, reporting, writing for the web and print magazine",
363,Associate producer,NBC Sports Bay Area,"$50,000 ",Carry on!!,2,San Francisco,"Managing social media accounts, producing segments on pre/postgame shows, pitching ideas for shows, fill in producing, producing local sports hits/news updates, fill in producing live shows ( for no extra salary), field producing live events, producing feature stories","2016: $45,00 2017: 46,500 2018: 48,500"
365,Associate Producer,NBC Sports Bay Area,"$50,000 ",Cis white male,2,San Francisco,"Produce segments for pre/postgame shows, fill in produce hour broadcast shows, manage social media accounts, produce feature stories, produce/edit news updates and local sports segments, field produce","2016: 45,000 2017: 46,500 2018: 48,000"
364,Producer,NBC Sports Bay Area,"$78,000 ",Cis white male,6,San Francisco,"Stacking show rundown, communicating with staff, managing talent, boothing live shows",
366,Show Producer,NBC Sports Bay Area,"$78,000 ",Cis white male,6,San Francisco,"Create ideas for pre/postgame shows, stack rundown, manage production/technical crew/talent, booth shows, produce feature stories, produce/edit news updates and local sports segments","Associate producer: $50,000"
478,Radio Morning Personality,Radio,"82,000",Cis/White/Female,12,San Francisco,Gather interesting and local stories to package in an entertaining way to SF commuters,
507,Photo Editor,San Francisco Chronicle,70k,CIS Female / Hispanic,5,San Francisco,"Managing Daily Photo Assignment Schedule, Booking Freelancers, Creating Shift Rotation during breaking news, Editing imagery for web and daily inside sections. 50-60 hrs a week.",20-25 and hour at first Media job WFH 'Associate Photo Editor' / 80K at Media Startup 'Senior Photo Editor'
506,Staff writer,San Francisco Chronicle,95000,NB PoC,5,San Francisco,Weekly features,
505,Producer,San Francisco Chronicle,"$70,000 ",POC female,"7 years total experience, ~3 years related experience",San Francisco,"-homepage management
- digital project managment
- audio producer
- social media lead for three accounts
- Oversee digital strategy for a content vertical","$75,000 at previous company as a content producer in 2016
$50,000 in 2014"
560,reporter,The Associated Press,"84,600",cisfemale/white,15,San Francisco,"daily & enterprise beat reporting, fixtures","started at AP at 37,500 in 2005"
731,Photo Editor,Wired,"65,000",cis male / Vietnamese,2,San Francisco,"photo editing, photo research, photo producing","associate photo editor @ Wired: $24/hr
photo researcher @ Wired: $20/hr
research fellow (fact-checking) @ Wired: $15/hr
editorial intern (fact-checking + web production) @ The Nation: $15/hr"
103,Video Producer,College Athletics,"$53,000 ",,4,San Francisco Bay Area,Shoot & edit promotional video content for a power five university’s athletic program,"$42,000 at a small ad agency in a medium size Midwest city creating video & photo for clients"
391,Reporter,Non-profit outlet,"$90,000 ",Cis POC Female,10,San Francisco Bay Area,"writing, reporting",
730,Associate Photo Editor (WFH),WIRED,$20-25 hourly,CIS Female / Hispanic,1,San Francisco California,"Crop images for home page, purchase wire art when needed, photograph special tech related events such as product launches, photograph products being reviewed, occasionally make portraits of relevant people",Job prior was not in media $15/hr same region
230,Editor ll,Healthline Media,"72,000",Cis white female,8,San Francisco/Bay Area,"Developmental editing, assigning, sourcing and managing writers, overseeing team production and admin, etc.","All titles are arbitrary as duties haven't really changed since starting at this company:
- Editor l: ~63,000 in 2018
- Associate editor (now defunct position): ~58,000 in 2017
- Assistant editor (became salaried): ~51,000 in 2016
- Editorial assistant (full-time contract, verbal agreement to move to full-time salaried in January 2016): ~42,000 in 2015"
509,Digital Editor,Santa Barbara Independent,$18/hour,cis poc female,2,Santa Barbara,"* curate homepage, manage social media/newsletters, shoot/produce video, content strategy, design interactive cover stories",Digital Media Producer ($21/hour)
508,Digital Editor,Santa Barbara Independent,35360,"Queer male, mixed MENA/Latinx PoC",1,"Santa Barbara, CA","Home page management (independent.com), reporting breaking news, producing video, managing social media accounts, shooting photos on occasion, digital strategy","Studio Assistant, $31,200"
533,Staff Reporter,Sonoma Media Investments,"50,000",cis female/Asian,5,"Santa Rosa, California",Write news stories for a daily newspaper,"City desk editor, reporter"
439,Community reporter,Observer Media Group,"$33,000 ",Cis white female,1,"Sarasota, FL","Event coverage, enterprising features, social media, posting stories, calendar",Mizzou j-school student/Vox Magazine city life editor
163,Breaking news reporter,Evening Post Industries,"$40,000 ",white-passing latina,2,SC,"Local courts and crime, state-wide breaking news, plus weekly and monthly features","$35,000 fellow at A.H. Belo"
603,Reporter,The Seattle Times,"$54,690 ",White cishet woman,1,Seattle,Report. Write.,
602,Reporter,The Seattle Times,"$63,000 ",Cis white male,9,Seattle,"Reporting, writing",
160,Lifestyle Editor,Eagle Media,"34,100",Female/Caucasian,5.5,"Seneca, SC","Best reporting, special projects, feature story assignment, basic newsroom management","28,000 - 32,100 - current"
68,Deputy Editor,BuzzFeed News,"$90,000 ",cis white man,7 years,SF,editing,"Editor at regional magazine: $60,000"
162,Senior Editor,Engadget,"$76,000 ",cis white male,9 years in industry / 5 years at Engadget come March,SF,"produce 2 columns a week, produce 2 feature length (1600-2000 word) stories a week, at-need conference/event coverage (ie CES, GDC, E3)","unpaid intern, Editorial Assistant, Night Editor, Staff Writer, Associate Editor - I think I was making around $35K - 40K when I was an EA, bumped up to around $55K - 60K by the time I left my last outlet, started at Engadget at ~$60k"
334,Staff Writer,Medium,$85K,"Cis, woman, POC",5,SF,"Writing, reporting, news, features",Reporter: $65K
427,Correspondent,NYT,"$61,000 ",cis white female,14,SF,"Reporting, researching, writing, lots of rounds with editors",
682,Editor,Vox Media,"$400,000 ",cis white female,25+,SF/NYC,"Editing, producing, hosting podcasts, running conferences",
199,Reporter,Gannett,"$44,000 ",Cis white female,9,small metro,"report, write, occasional photo/video",
201,Reporter,Gannett,"$36,400 ",Cis white female,4,South Carolina,Daily beat reporting,
200,Staff Photographer/Videographer,Gannett,"$18.27/hr/ ~ $38,000/year",Asian male,5,South Carolina,"Covering daily assignments, high school/college sports","$35,000/year"
30,Reporter,BH Media,"$28,000 ",Cis Male White,4,Southeast U.S.,"Reporting (Daily news/enterprise/features/data driven/investigative), writing, photography, data analysis, graphics/data vis.","Freelance for a daily paper $50 per assignment, internship at a daily paper $12 per hour."
658,Deputy Entertainment Editor,Uproxx,"85,000",Cis White Female,10,SouthEast USA,"Managing freelancers, running editorial calendar, editing, writing","Other companies: Content Writer ($35k - $45k), Senior Editor ($70k)"
394,Editor,Nonprofit news outlet,"55,000",cis bi poc male,13,Southeastern U.S.,"Editing, managing team, social media","Got myself up from $32,500 to $40,000 as a subeditor with a strategic transfer with my previous company. Before that, was a managing editor at a nondaily making $27,000 a year. Made about $23,000 at my first reporting job."
310,Staff Reporter,Lee Enterprises,34000,Cis white female,3.5,Southern Wisconsin,Reporting on business,Previously GA
76,Staff Reporter,Call Newspapers,"26,000",Cis-Het white female,3,St. Louis,"Reporting on local government, breaking news stories, human interest stories, education, etc. Also assist in page layout and design. I do all the photos for our paper and the majority of photo editing. Also assist in editing copy.",
313,Assistant Editor,Lee Enterprises,"$40,000 ",Cis white woman,2,St. Louis,"Writing web stories, copy editing, proofreading, social media","Only internships previously, first full-time job post-grad"
329,reporter,McClatchy,"35,000",cis white female,5,St. Louis metro area,"beat reporting, photo, video, social media scheduling and copy",
757,reporter,McClatchy,"35,000",cis white female,5,St. Louis metro area,"beat reporting, photo, video, social media scheduling and copy",
537,Designer / Developer,St. Louis Post-Dispatch,"66,800",Male / White,14,"St. Louis, Missouri","Print design, copy editing, web development/programming",
546,reporter,tampa bay times,"$42,000 ",cis white female,4.5,"st. petersburg, florida","reporting, writing, pitching and photo-related tasks that sometimes include taking photos myself","was making $37,400 before a raise in fall 2019"
538,Reporter,"Stamford Advocate, Hearst Connecticut Media","$41,250 ~ union minimum",Cis- white- male,3,"Stamford, Conn.",local reporting,$40000 ~ Hearst Fellow
206,Reporter,Gannett,"$45,000 ",Cis white female,3,Tennessee,Beat reporter; file 25-30 stories monthly,
192,Digital Producer,Gannett,"$45,000 ",CIS Hispanic woman,4,Tennessee,,"$36,000 / Digital producer at Austin, Texas, TV station / annual 3% raise"
191,Reporter,Gannett,63750,cis female/black,8,Tennessee,"reporting and writing a range of dailies and longer enterprise stories, occasional photography","Senior writer -- 52K, staff writer -- 47k, reporter -- 42K, reporter -- 29K"
223,Producer,Gray Television,"$31,500 ",Cis white female,10,Tennessee,"Stacking 6, 10, 11 p.m. shows, including writing, creating full screen graphics, finding quotes, video and packages to run. Also made calls and wrote breaking stories for web, managed website, sent push alerts, updated and monitored social media, and coordinated night crew.","Digital producer/copy editor at a Tennessee newspaper, $42,000+night diff/bonuses. Designer/copy editor at Gannett Design Studio, $37,500. Designer/copy editor at Florida newspaper, $28,000."
551,Intern,Tegna/NBC,$7.25/hr,cis female/middle eastern,2,Tennessee,,
214,Reporter,GateHouse Media,"$24,000 per year after taxes",Cis white hetero woman,2.5,Texas,My beat and others,"Made almost as much working in service industry, have graduate degree"
